artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
THE SQUARE,Truth (Live Version),351917,False,2016,22,0.313,0.787,2,-10.609,0,0.0524,0.0023,0.766,0.744,0.819,157.621,japanese jazz fusion
THE SQUARE,Daisy Field (Live Version),344815,False,2016,22,0.423,0.679,0,-11.685,1,0.032,0.0193,0.15,0.952,0.745,125.208,japanese jazz fusion
THE SQUARE,El Mirage (Live Version),397814,False,2016,22,0.522,0.805,5,-11.237,1,0.0386,0.0237,0.624,0.697,0.794,138.693,japanese jazz fusion
THE SQUARE,宝島 (Live Version),349903,False,2016,22,0.518,0.805,0,-11.633,1,0.0489,0.0742,0.23,0.881,0.657,119.082,japanese jazz fusion
Morgan Wallen,Spin You Around,212850,False,2015,64,0.517,0.877,4,-3.621,1,0.0297,0.00147,0.0,0.208,0.616,150.004,contemporary country
Morgan Wallen,Sleep When We're Dead,261642,False,2015,64,0.564,0.822,10,-3.685,1,0.0329,0.0165,2.71e-06,0.377,0.695,149.988,contemporary country
Morgan Wallen,Stand Alone,249755,False,2015,64,0.458,0.545,5,-6.248,1,0.0285,0.312,2.76e-06,0.119,0.177,147.939,contemporary country
Morgan Wallen,Man of the South,213348,False,2015,64,0.413,0.889,2,-3.924,1,0.0503,0.0047,0.0,0.348,0.602,177.973,contemporary country
Morgan Wallen,Yin Yang Girl,207827,False,2015,64,0.528,0.904,0,-4.939,1,0.0387,0.0912,0.0,0.0424,0.757,170.048,contemporary country
Thomas Rhett,Anthem,194587,False,2015,63,0.551,0.834,7,-6.284,0,0.0497,0.0379,1.37e-06,0.0541,0.835,179.994,contemporary country
Thomas Rhett,Crash and Burn,190733,False,2015,63,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,contemporary country
Thomas Rhett,South Side,170653,False,2015,63,0.607,0.61,7,-6.155,1,0.126,0.0734,0.0,0.359,0.729,191.952,contemporary country
Thomas Rhett,Die A Happy Man,227427,False,2015,63,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,contemporary country
Thomas Rhett,Vacation,223253,False,2015,63,0.638,0.827,1,-5.793,0,0.0389,0.0054,0.000288,0.0948,0.96,137.077,contemporary country
Thomas Rhett,Like It's The Last Time,189960,False,2015,63,0.545,0.892,4,-4.944,1,0.0451,0.108,0.0,0.159,0.646,154.019,contemporary country
Thomas Rhett,T-Shirt,227693,False,2015,63,0.634,0.862,2,-5.337,1,0.0376,0.0287,0.0,0.0217,0.767,95.989,contemporary country
Thomas Rhett,Single Girl,197640,False,2015,63,0.62,0.632,0,-5.94,1,0.0292,0.0578,0.0,0.229,0.383,116.011,contemporary country
Thomas Rhett,The Day You Stop Lookin' Back,204760,False,2015,63,0.584,0.715,7,-8.213,1,0.0327,0.0574,8.63e-05,0.086,0.318,90.965,contemporary country
Thomas Rhett,Tangled,210853,False,2015,63,0.687,0.657,7,-6.093,1,0.0455,0.025,0.0,0.0963,0.786,118.966,contemporary country
Thomas Rhett,Playing With Fire - Pop Version,205400,False,2015,63,0.523,0.762,11,-4.313,1,0.0328,0.0933,0.0,0.306,0.4,149.998,contemporary country
Thomas Rhett,I Feel Good,195427,False,2015,63,0.837,0.583,3,-7.231,0,0.0367,0.00784,0.0,0.0637,0.965,106.961,contemporary country
Thomas Rhett,Learned It From The Radio,221960,False,2015,63,0.661,0.687,7,-6.552,1,0.0287,0.00823,0.0,0.308,0.665,123.028,contemporary country
Tori Amos,Pretty Good Year - 2015 Remaster,205640,False,1994,23,0.388,0.195,6,-14.857,1,0.0339,0.933,3.97e-06,0.0989,0.321,133.152,art pop
Tori Amos,God - 2015 Remaster,235760,False,1994,23,0.671,0.775,8,-7.845,1,0.0346,0.518,1.1e-05,0.278,0.949,151.731,art pop
Tori Amos,Bells for Her - 2015 Remaster,318813,False,1994,23,0.521,0.18,6,-19.834,0,0.0782,0.978,0.00218,0.168,0.201,127.782,art pop
Tori Amos,Past the Mission - 2015 Remaster,246187,False,1994,23,0.549,0.387,7,-9.697,0,0.0399,0.725,0.00122,0.0905,0.605,142.321,art pop
Tori Amos,Baker Baker - 2015 Remaster,200027,False,1994,23,0.379,0.176,11,-12.136,1,0.038,0.967,4.09e-06,0.126,0.25,75.997,art pop
Tori Amos,The Wrong Band - 2015 Remaster,181680,False,1994,23,0.549,0.25,10,-10.91,0,0.0398,0.954,7.69e-05,0.125,0.59,91.667,art pop
Tori Amos,The Waitress - 2015 Remaster,188800,False,1994,23,0.591,0.446,7,-9.332,1,0.1,0.764,0.000197,0.185,0.373,133.605,art pop
Tori Amos,Cornflake Girl - 2015 Remaster,305533,False,1994,23,0.621,0.684,7,-7.949,1,0.0289,0.518,0.00761,0.366,0.847,133.803,art pop
Tori Amos,Icicle - 2015 Remaster,347600,False,1994,23,0.43,0.137,8,-16.329,0,0.0461,0.986,0.0197,0.12,0.173,135.403,art pop
Tori Amos,Cloud on My Tongue - 2015 Remaster,283507,False,1994,23,0.383,0.211,6,-14.403,1,0.0357,0.95,1.65e-05,0.128,0.325,90.378,art pop
Tori Amos,Space Dog - 2015 Remaster,309733,False,1994,23,0.65,0.486,1,-8.408,0,0.0296,0.822,3.46e-06,0.214,0.524,109.123,art pop
Tori Amos,"Yes, Anastasia - 2015 Remaster",575813,False,1994,23,0.385,0.247,2,-13.076,1,0.0415,0.953,0.00214,0.0759,0.206,136.388,art pop
Mark Ronson,Uptown's First Finale (feat. Stevie Wonder & Andrew Wyatt),98827,False,2015,68,0.571,0.411,11,-9.1,1,0.0349,0.706,0.265,0.157,0.105,80.012,dance pop
Mark Ronson,Summer Breaking (feat. Kevin Parker),187293,False,2015,68,0.691,0.764,9,-8.109,0,0.0267,0.0237,0.0507,0.169,0.944,114.077,dance pop
Mark Ronson,Feel Right (feat. Mystikal),222547,True,2015,68,0.853,0.798,11,-5.876,0,0.0642,0.087,0.000187,0.0271,0.861,110.111,dance pop
Mark Ronson,Uptown Funk (feat. Bruno Mars),269667,True,2015,68,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,dance pop
Mark Ronson,I Can't Lose (feat. Keyone Starr),196467,False,2015,68,0.77,0.761,8,-5.903,0,0.0344,0.000962,0.0171,0.0179,0.843,111.909,dance pop
Mark Ronson,Daffodils (feat. Kevin Parker),298133,False,2015,68,0.724,0.538,0,-8.041,1,0.0381,0.0408,0.0139,0.0343,0.282,108.945,dance pop
Mark Ronson,Crack In the Pearl (feat. Andrew Wyatt),145867,False,2015,68,0.574,0.472,11,-11.521,1,0.0474,0.758,9.49e-05,0.119,0.179,79.946,dance pop
Mark Ronson,In Case of Fire (feat. Jeff Bhasker),273573,False,2015,68,0.748,0.713,5,-9.308,0,0.0427,0.0641,0.0306,0.15,0.709,118.023,dance pop
Mark Ronson,Leaving Los Feliz (feat. Kevin Parker),258427,False,2015,68,0.629,0.6,2,-9.862,1,0.026,0.0812,0.288,0.159,0.567,89.455,dance pop
Mark Ronson,Heavy and Rolling (feat. Andrew Wyatt),237747,False,2015,68,0.726,0.634,0,-9.628,1,0.04,0.0909,0.000138,0.227,0.73,108.627,dance pop
Mark Ronson,"Crack In the Pearl, Pt. II (feat. Stevie Wonder & Jeff Bhasker)",136093,False,2015,68,0.667,0.569,11,-7.446,1,0.0446,0.0969,0.00024,0.153,0.595,114.373,dance pop
Steve Lacy,C U Girl,129698,False,2015,60,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0,afrofuturism
Melanie Martinez,Cry Baby,239080,True,2015,79,0.686,0.691,5,-4.616,0,0.0371,0.257,0.0,0.145,0.477,95.046,alt z
Melanie Martinez,Dollhouse,231853,False,2015,79,0.725,0.708,5,-5.331,0,0.0756,0.22,0.0,0.777,0.555,130.029,alt z
Melanie Martinez,Sippy Cup,195067,True,2015,79,0.715,0.651,5,-9.241,1,0.12,0.486,0.0,0.228,0.733,134.914,alt z
Melanie Martinez,Carousel,230160,False,2015,79,0.739,0.661,1,-5.35,1,0.0764,0.0958,1.88e-05,0.0848,0.333,76.999,alt z
Melanie Martinez,Alphabet Boy,253067,True,2015,79,0.654,0.85,0,-5.719,1,0.0804,0.292,4.6e-05,0.0638,0.52,154.962,alt z
Melanie Martinez,Soap,209427,False,2015,79,0.595,0.689,6,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,alt z
Melanie Martinez,Training Wheels,205680,True,2015,79,0.571,0.481,9,-7.179,1,0.0444,0.697,0.0,0.089,0.0807,113.753,alt z
Melanie Martinez,Pity Party,204086,False,2015,79,0.716,0.73,6,-4.126,0,0.0364,0.058,7.32e-06,0.151,0.339,136.05,alt z
Melanie Martinez,"Tag, You're It",189027,False,2015,79,0.559,0.835,5,-5.555,0,0.0424,0.24,0.019,0.185,0.382,114.908,alt z
Melanie Martinez,Milk and Cookies,206280,True,2015,79,0.568,0.613,0,-5.069,1,0.0254,0.104,6.23e-06,0.101,0.426,89.951,alt z
Melanie Martinez,Pacify Her,220013,False,2015,79,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,alt z
Melanie Martinez,Mrs. Potato Head,217507,False,2015,79,0.517,0.622,1,-3.536,0,0.0577,0.174,0.0,0.105,0.463,170.154,alt z
Melanie Martinez,Mad Hatter,201520,False,2015,79,0.568,0.692,8,-4.513,1,0.0589,0.0161,0.0,0.148,0.577,92.023,alt z
Melanie Martinez,Play Date,179867,True,2015,79,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,alt z
Melanie Martinez,Teddy Bear,245728,True,2015,79,0.646,0.656,11,-5.505,0,0.152,0.242,0.0,0.0613,0.66,126.767,alt z
Melanie Martinez,Cake,199682,False,2015,79,0.518,0.655,8,-6.255,1,0.0826,0.381,0.0,0.271,0.29,156.992,alt z
Cavetown,Meteor Shower,265010,False,2015,66,0.512,0.488,5,-10.31,1,0.0328,0.428,5.1e-05,0.109,0.141,170.017,bedroom pop
Cavetown,Everything Is Temporary (Sticks and Stones),184250,False,2015,66,0.442,0.306,0,-11.197,1,0.0494,0.738,0.00053,0.193,0.143,180.062,bedroom pop
Cavetown,We’re Alive,200779,False,2015,66,0.317,0.58,5,-10.307,1,0.0537,0.0518,2.74e-06,0.0679,0.0489,179.697,bedroom pop
Cavetown,Hazel,222888,False,2015,66,0.639,0.28,7,-10.824,1,0.0287,0.523,0.0,0.111,0.116,129.905,bedroom pop
Cavetown,Untitled V.2,206542,False,2015,66,0.548,0.514,2,-9.145,1,0.0253,0.157,0.000135,0.101,0.302,89.965,bedroom pop
Cavetown,Intermission,97200,False,2015,66,0.66,0.692,10,-15.169,0,0.0723,0.156,0.838,0.109,0.165,75.01,bedroom pop
Cavetown,Banana Bread,289762,False,2015,66,0.706,0.503,3,-10.329,1,0.0276,0.535,0.00029,0.61,0.268,119.959,bedroom pop
Cavetown,Devil Town,179955,False,2015,66,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,bedroom pop
Kanye West,Ultralight Beam,320680,True,2016,75,0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169,chicago rap
Kanye West,Father Stretch My Hands Pt. 1,135920,True,2016,75,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,chicago rap
Kanye West,Pt. 2,130293,True,2016,75,0.674,0.752,11,-4.073,1,0.333,0.552,0.0,0.787,0.236,145.076,chicago rap
Kanye West,Famous,196040,True,2016,75,0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,chicago rap
Kanye West,Feedback,147240,True,2016,75,0.811,0.566,8,-6.033,0,0.517,0.563,0.0,0.104,0.169,100.224,chicago rap
Kanye West,Low Lights,131773,True,2016,75,0.603,0.593,7,-4.685,1,0.109,0.706,0.0,0.121,0.523,101.956,chicago rap
Kanye West,Highlights,199867,True,2016,75,0.547,0.626,2,-6.244,1,0.208,0.00572,0.0,0.313,0.346,101.971,chicago rap
Kanye West,Freestyle 4,123387,True,2016,75,0.564,0.537,9,-8.381,0,0.095,0.0449,0.0,0.0907,0.459,126.036,chicago rap
Kanye West,I Love Kanye,44827,True,2016,75,0.756,0.374,5,-7.966,1,0.741,0.594,0.0,0.217,0.966,80.326,chicago rap
Kanye West,Waves,181573,True,2016,75,0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,chicago rap
Kanye West,FML,236120,True,2016,75,0.527,0.415,5,-7.184,1,0.131,0.329,0.0,0.195,0.12,125.357,chicago rap
Kanye West,Real Friends,251573,True,2016,75,0.441,0.744,6,-6.248,0,0.476,0.262,0.000382,0.138,0.124,81.396,chicago rap
Kanye West,Wolves,301587,True,2016,75,0.395,0.392,1,-8.034,1,0.0925,0.219,0.00173,0.134,0.103,155.856,chicago rap
Kanye West,Frank's Track,38333,True,2016,75,0.655,0.179,11,-6.903,1,0.0722,0.976,0.0,0.105,0.758,140.687,chicago rap
Kanye West,Siiiiiiiiilver Surffffeeeeer Intermission,56560,True,2016,75,0.788,0.409,9,-11.917,1,0.881,0.982,0.000203,0.11,0.925,72.623,chicago rap
Kanye West,30 Hours,323303,True,2016,75,0.823,0.813,7,-6.71,1,0.288,0.0359,0.0,0.0886,0.373,95.012,chicago rap
Kanye West,No More Parties In LA,374413,True,2016,75,0.508,0.921,5,-1.644,1,0.303,0.246,0.0,0.221,0.681,93.058,chicago rap
Kanye West,Facts (Charlie Heat Version),200733,True,2016,75,0.777,0.662,1,-3.761,0,0.143,0.0518,0.0,0.168,0.4,142.059,chicago rap
Kanye West,Fade,193748,True,2016,75,0.752,0.765,9,-5.805,0,0.0908,0.118,0.0,0.31,0.309,105.998,chicago rap
Kanye West,Saint Pablo,372113,True,2016,75,0.461,0.772,2,-3.98,0,0.375,0.282,0.0,0.178,0.414,167.018,chicago rap
Childish Gambino,Me and Your Mama,379227,False,2016,73,0.554,0.433,5,-12.628,1,0.0341,0.0116,0.0449,0.0667,0.237,117.996,atl hip hop
Childish Gambino,Have Some Love,224253,False,2016,73,0.783,0.782,9,-7.003,1,0.0854,0.0171,0.0261,0.682,0.934,148.214,atl hip hop
Childish Gambino,Boogieman,216840,False,2016,73,0.713,0.753,7,-8.64,1,0.0877,0.0963,0.19,0.206,0.64,88.026,atl hip hop
Childish Gambino,Zombies,281813,False,2016,73,0.721,0.395,0,-12.706,1,0.0731,0.507,0.00146,0.0671,0.467,80.035,atl hip hop
Childish Gambino,Riot,125120,False,2016,73,0.498,0.942,5,-6.664,1,0.0708,0.000225,8.7e-06,0.41,0.603,91.358,atl hip hop
Childish Gambino,Redbone,326933,True,2016,73,0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,atl hip hop
Childish Gambino,California,165267,True,2016,73,0.879,0.419,3,-11.932,1,0.588,0.315,0.0,0.118,0.847,148.953,atl hip hop
Childish Gambino,Terrified,255467,True,2016,73,0.468,0.397,0,-11.707,0,0.0572,0.425,0.571,0.0989,0.0993,139.973,atl hip hop
Childish Gambino,Baby Boy,382093,False,2016,73,0.536,0.392,2,-7.72,0,0.036,0.13,0.508,0.0659,0.716,199.957,atl hip hop
Childish Gambino,The Night Me and Your Mama Met,214080,False,2016,73,0.416,0.112,1,-15.055,0,0.0311,0.967,0.188,0.0611,0.102,134.043,atl hip hop
Childish Gambino,Stand Tall,370773,False,2016,73,0.318,0.235,2,-14.084,0,0.036,0.693,0.00284,0.125,0.123,88.474,atl hip hop
Panic! At The Disco,Victorious,178600,False,2016,76,0.57,0.865,8,-4.518,1,0.0472,0.00205,0.0,0.404,0.691,110.01,modern rock
Panic! At The Disco,Don't Threaten Me with a Good Time,213093,False,2016,76,0.559,0.895,1,-4.476,0,0.0832,0.0154,0.0,0.175,0.59,183.825,modern rock
Panic! At The Disco,Hallelujah,180627,False,2016,76,0.578,0.886,11,-4.348,1,0.0633,0.011,0.0,0.143,0.615,80.008,modern rock
Panic! At The Disco,Emperor's New Clothes,158667,False,2016,76,0.562,0.904,1,-4.947,1,0.0807,0.00302,0.0,0.0433,0.651,94.481,modern rock
Panic! At The Disco,Death of a Bachelor,203507,False,2016,76,0.462,0.538,0,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256,modern rock
Panic! At The Disco,Crazy = Genius,198040,True,2016,76,0.455,0.91,2,-4.464,1,0.166,0.000247,0.0,0.107,0.447,114.109,modern rock
Panic! At The Disco,LA Devotee,196520,False,2016,76,0.49,0.848,9,-5.05,1,0.0645,0.00043,8.49e-06,0.0665,0.698,175.998,modern rock
Panic! At The Disco,Golden Days,254320,False,2016,76,0.556,0.708,7,-5.708,1,0.039,0.00329,0.0,0.329,0.206,128.006,modern rock
Panic! At The Disco,"The Good, the Bad and the Dirty",171520,False,2016,76,0.531,0.825,7,-5.333,0,0.0545,0.00191,0.0,0.329,0.824,156.071,modern rock
Panic! At The Disco,House of Memories,208707,False,2016,76,0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,0.506,109.952,modern rock
Panic! At The Disco,Impossible Year,202547,False,2016,76,0.174,0.337,10,-8.767,1,0.0313,0.474,0.000294,0.11,0.0978,85.574,modern rock
The Cars,Good Times Roll - 2016 Remaster,225227,False,2016,40,0.631,0.689,4,-8.358,1,0.0284,0.0731,0.000357,0.102,0.645,107.667,album rock
The Cars,My Best Friend's Girl - 2016 Remaster,223573,False,2016,40,0.81,0.64,5,-7.295,1,0.0477,0.0342,0.0197,0.185,0.961,120.291,album rock
The Cars,Just What I Needed - 2016 Remaster,223800,False,2016,40,0.634,0.681,4,-7.636,1,0.0443,0.00587,0.000157,0.075,0.789,127.316,album rock
The Cars,I'm in Touch with Your World - 2016 Remaster,210427,False,2016,40,0.841,0.446,6,-8.9,1,0.0326,0.0156,0.00116,0.0773,0.861,111.942,album rock
The Cars,Don't Cha Stop - 2016 Remaster,183147,False,2016,40,0.529,0.933,4,-6.467,1,0.0478,0.0461,0.0021,0.469,0.873,156.564,album rock
The Cars,You're All I've Got Tonight - 2016 Remaster,253467,False,2016,40,0.586,0.877,9,-6.844,0,0.0443,0.00314,0.122,0.253,0.701,122.559,album rock
The Cars,Bye Bye Love - 2016 Remaster,252787,False,2016,40,0.634,0.783,4,-6.774,1,0.0291,0.0226,0.000685,0.425,0.926,126.456,album rock
The Cars,Moving in Stereo - 2016 Remaster,283013,False,2016,40,0.707,0.592,11,-10.007,1,0.0402,0.107,0.118,0.217,0.338,115.73,album rock
The Cars,All Mixed Up - 2016 Remaster,254573,False,2016,40,0.525,0.785,11,-6.255,0,0.0278,0.0851,0.0159,0.4,0.805,122.116,album rock
The Cars,Let's Go - 2016 Remaster,213093,False,2016,40,0.66,0.882,2,-6.405,1,0.0333,0.0167,0.028,0.0965,0.914,131.353,album rock
The Cars,Since I Held You - 2016 Remaster,196813,False,2016,40,0.678,0.792,4,-6.204,0,0.0448,0.0925,9.86e-06,0.0707,0.576,122.61,album rock
The Cars,It's All I Can Do - 2016 Remaster,225893,False,2016,40,0.603,0.747,7,-8.911,1,0.0269,0.0366,0.000432,0.154,0.964,118.59,album rock
The Cars,Double Life - 2016 Remaster,254307,False,2016,40,0.938,0.519,0,-8.704,1,0.0404,0.0503,0.000579,0.121,0.849,117.848,album rock
The Cars,Shoo Be Doo - 2016 Remaster,98387,False,2016,40,0.547,0.814,4,-11.441,0,0.0525,0.313,0.0708,0.142,0.457,93.83,album rock
The Cars,Candy-O - 2016 Remaster,156093,False,2016,40,0.576,0.882,9,-8.384,1,0.031,0.00541,0.0292,0.3,0.845,123.852,album rock
The Cars,Night Spots - 2016 Remaster,193893,False,2016,40,0.671,0.931,9,-7.09,1,0.0349,0.138,0.00358,0.653,0.964,130.71,album rock
The Cars,You Can't Hold on Too Long - 2016 Remaster,169107,False,2016,40,0.675,0.693,11,-8.48,1,0.0359,0.102,6.48e-06,0.346,0.775,117.595,album rock
The Cars,Lust for Kicks - 2016 Remaster,232693,False,2016,40,0.787,0.496,4,-9.423,1,0.0337,0.00733,0.0237,0.14,0.896,121.027,album rock
The Cars,Got a Lot on My Head - 2016 Remaster,179333,False,2016,40,0.555,0.953,0,-5.59,1,0.0606,0.0143,0.0,0.149,0.854,150.88,album rock
The Cars,Dangerous Type - 2016 Remaster,271600,False,2016,40,0.638,0.718,9,-5.8,0,0.0303,0.0528,0.00106,0.112,0.809,121.354,album rock
The Cars,Panorama - 2016 Remaster,345093,False,2016,40,0.517,0.615,11,-8.223,1,0.0278,0.442,0.29,0.1,0.535,171.503,album rock
The Cars,Touch and Go - 2016 Remaster,296400,False,2016,40,0.666,0.542,0,-8.408,1,0.0267,0.0748,0.000577,0.246,0.895,130.099,album rock
The Cars,Gimme Some Slack - 2016 Remaster,214187,False,2016,40,0.608,0.733,9,-6.876,1,0.0298,0.0404,0.000276,0.0919,0.759,144.484,album rock
The Cars,Don't Tell Me No - 2016 Remaster,242880,False,2016,40,0.627,0.763,11,-7.61,0,0.0402,0.166,5.23e-05,0.174,0.435,121.615,album rock
The Cars,Getting Through - 2016 Remaster,157947,False,2016,40,0.639,0.959,9,-5.329,1,0.0323,0.261,0.00155,0.317,0.647,89.986,album rock
The Cars,Misfit Kid - 2016 Remaster,272080,False,2016,40,0.864,0.606,0,-9.563,1,0.0383,0.192,0.000623,0.0902,0.773,128.796,album rock
The Cars,Down Boys - 2016 Remaster,187027,False,2016,40,0.521,0.885,11,-7.352,0,0.15,0.418,1.41e-05,0.218,0.508,154.308,album rock
The Cars,You Wear Those Eyes - 2016 Remaster,297800,False,2016,40,0.779,0.352,0,-10.358,1,0.0349,0.161,0.0132,0.0704,0.377,116.844,album rock
The Cars,Running to You - 2016 Remaster,201627,False,2016,40,0.683,0.774,3,-9.346,1,0.0317,0.142,0.00102,0.196,0.787,134.986,album rock
The Cars,Up and Down - 2016 Remaster,217347,False,2016,40,0.613,0.888,4,-6.619,1,0.0423,0.525,0.00126,0.107,0.593,145.56,album rock
The Cars,Since You're Gone - 2016 Remaster,211320,False,2016,40,0.604,0.655,0,-7.542,1,0.0307,0.0786,0.00657,0.0902,0.557,95.951,album rock
The Cars,Shake It Up - 2016 Remaster,211960,False,2016,40,0.686,0.826,0,-6.195,1,0.033,0.121,7.47e-05,0.142,0.877,147.575,album rock
The Cars,I'm Not the One - 2016 Remaster,249880,False,2016,40,0.611,0.509,4,-10.082,0,0.0298,0.218,0.000181,0.125,0.215,79.22,album rock
The Cars,Victim of Love - 2016 Remaster,264320,False,2016,40,0.805,0.612,11,-7.024,1,0.0432,0.139,0.00232,0.0949,0.775,129.014,album rock
The Cars,Cruiser - 2016 Remaster,296893,False,2016,40,0.771,0.826,9,-6.412,1,0.0309,0.111,0.0698,0.377,0.781,138.612,album rock
The Cars,A Dream Away - 2016 Remaster,340227,False,2016,40,0.655,0.616,1,-9.317,1,0.0312,0.00346,0.359,0.163,0.727,106.056,album rock
The Cars,This Could Be Love - 2016 Remaster,266747,False,2016,40,0.725,0.524,2,-8.986,1,0.03,0.0188,0.774,0.126,0.389,119.919,album rock
The Cars,Think It Over - 2016 Remaster,296053,False,2016,40,0.691,0.801,7,-6.397,1,0.055,0.178,0.0041,0.288,0.956,158.895,album rock
The Cars,Maybe Baby - 2016 Remaster,305747,False,2016,40,0.569,0.871,7,-6.427,1,0.0337,0.112,0.395,0.537,0.591,138.82,album rock
The Cars,Hello Again - 2016 Remaster,226400,False,2016,40,0.863,0.868,11,-5.993,0,0.0411,0.219,0.0231,0.13,0.923,129.396,album rock
The Cars,Looking for Love - 2016 Remaster,231547,False,2016,40,0.661,0.768,0,-7.202,1,0.0313,0.102,0.0724,0.162,0.96,153.381,album rock
The Cars,Magic - 2016 Remaster,237213,False,2016,40,0.733,0.796,9,-6.814,1,0.0383,0.134,0.000111,0.154,0.962,117.889,album rock
The Cars,Drive - 2016 Remaster,234320,False,2016,40,0.583,0.69,6,-8.273,1,0.0292,0.104,0.00112,0.0994,0.458,111.344,album rock
The Cars,Stranger Eyes - 2016 Remaster,264827,False,2016,40,0.667,0.699,4,-7.57,0,0.0469,0.0134,0.0211,0.0689,0.746,153.056,album rock
The Cars,You Might Think - 2016 Remaster,184707,False,2016,40,0.731,0.843,2,-6.502,1,0.0342,0.124,0.000343,0.0795,0.969,133.893,album rock
The Cars,It's Not the Night - 2016 Remaster,228760,False,2016,40,0.769,0.723,2,-7.96,0,0.0434,0.157,0.000473,0.327,0.601,127.909,album rock
The Cars,Why Can't I Have You - 2016 Remaster,243827,False,2016,40,0.765,0.534,4,-8.7,0,0.0258,0.286,2.75e-05,0.0407,0.891,103.343,album rock
The Cars,I Refuse - 2016 Remaster,195880,False,2016,40,0.805,0.793,5,-7.939,1,0.0273,0.0133,0.00073,0.0758,0.688,131.155,album rock
The Cars,Heartbeat City - 2016 Remaster,270773,False,2016,40,0.654,0.751,9,-9.624,0,0.03,0.198,0.258,0.0732,0.869,143.363,album rock
The Cars,Leave or Stay - 2016 Remaster,176560,False,2016,40,0.617,0.943,4,-6.912,1,0.0377,0.0263,0.00134,0.527,0.749,126.234,album rock
Vacations,Home,145667,False,2016,70,0.643,0.671,9,-5.439,0,0.0246,0.00578,0.000641,0.107,0.412,89.9,newcastle nsw indie
Vacations,Away,162333,False,2016,70,0.576,0.915,8,-5.729,0,0.0277,0.0124,0.946,0.0856,0.961,111.021,newcastle nsw indie
Vacations,Relax,158573,False,2016,70,0.471,0.881,11,-4.483,0,0.0467,0.0588,0.000378,0.26,0.544,169.898,newcastle nsw indie
Vacations,Young,189160,False,2016,70,0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,newcastle nsw indie
Vacations,Dave Brubeck,124253,False,2016,70,0.629,0.876,11,-7.135,0,0.0401,0.000402,0.881,0.0772,0.883,89.932,newcastle nsw indie
Vacations,Friends,152360,False,2016,70,0.585,0.802,11,-6.352,0,0.0294,0.000204,0.246,0.0779,0.393,89.92,newcastle nsw indie
Travis Scott,the ends,201263,True,2016,73,0.585,0.737,4,-4.121,0,0.191,0.0661,0.0,0.0904,0.0497,171.853,hip hop
Travis Scott,way back,272501,True,2016,73,0.396,0.554,0,-5.048,1,0.0488,0.222,0.0,0.612,0.17,117.384,hip hop
Travis Scott,coordinate,226397,True,2016,73,0.688,0.658,1,-4.155,1,0.0695,0.105,1.89e-06,0.335,0.28,75.615,hip hop
Travis Scott,through the late night,286236,True,2016,73,0.744,0.589,5,-1.218,0,0.0359,0.36,0.0,0.119,0.242,127.051,hip hop
Travis Scott,beibs in the trap,213863,True,2016,73,0.743,0.571,7,-6.054,0,0.145,0.24,0.0,0.291,0.495,119.054,hip hop
Travis Scott,sdp interlude,191623,True,2016,73,0.507,0.586,0,-8.15,0,0.0586,0.599,0.0544,0.118,0.588,108.164,hip hop
Travis Scott,sweet sweet,222318,True,2016,73,0.733,0.578,0,-5.245,0,0.0417,0.0859,1.19e-06,0.403,0.447,142.028,hip hop
Travis Scott,outside,176488,True,2016,73,0.758,0.616,2,-3.471,1,0.311,0.503,0.0,0.103,0.494,165.906,hip hop
Travis Scott,goosebumps,243837,True,2016,73,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,hip hop
Travis Scott,first take,313909,True,2016,73,0.423,0.536,7,-3.8,1,0.16,0.015,0.0,0.095,0.0895,71.313,hip hop
Young Thug,pick up the phone,252256,True,2016,73,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919,atl hip hop
Travis Scott,lose,200453,True,2016,73,0.832,0.557,7,-3.947,0,0.053,0.307,0.0,0.176,0.279,125.999,hip hop
